id,tree_type_id,maint_date,replace_date,plant_date,diameter_at_height,height,spread,grove,tree_status_id,agency_id,street_no,street,longitude,latitude
11741,13,,,26-Jan-08,,,,,,14,195,Brandon,-119.89268,34.43834
13158,68,,,,,,,,,,195,Brandon,-119.89268,34.43834
13712,68,,,07-Nov-09,,,,,,,195,Brandon,-119.89268,34.43834
13713,68,,,07-Nov-09,,,,,,,195,Brandon,-119.89268,34.43834
13714,68,,,07-Nov-09,,,,,,,195,Brandon,-119.89268,34.43834
13706,7,,,07-Nov-09,,,,,,,195,Brandon,-119.89268,34.43834
13707,7,,,07-Nov-09,,,,,,,195,Brandon,-119.89268,34.43834
13708,7,,,07-Nov-09,,,,,,,195,Brandon,-119.89268,34.43834
13709,7,,,07-Nov-09,,,,,,,195,Brandon,-119.89268,34.43834
13710,7,,,07-Nov-09,,,,,,,195,Brandon,-119.89268,34.43834
13711,7,,,07-Nov-09,,,,,,,195,Brandon,-119.89268,34.43834
11736,49,,,26-Jan-08,,,,,,14,195,Brandon,-119.89268,34.43834
10478,66,,,06-Mar-02,,,,,,14,195,Brandon,-119.89268,34.43834
11724,66,,,26-Jan-08,,,,,,14,195,Brandon,-119.89268,34.43834
11725,66,,,26-Jan-08,,,,,,14,195,Brandon,-119.89268,34.43834
